"methods","samples.theta1","samples.theta2"
"MMD",-0.672427395801991,1.00393602596072
"MMD",-0.672427395801991,1.00393602596072
"MMD",-0.672427395801991,1.00393602596072
"MMD",0.334848738180742,1.17264519099083
"MMD",0.334848738180742,1.17264519099083
"MMD",-0.857479108757387,0.395886346318196
"MMD",-0.904699146573299,0.494182083188477
"MMD",-0.670887591256191,0.926659108157148
"MMD",0.493029234374137,1.07849937559638
"MMD",-0.579209703826245,1.03610391053496
"MMD",-0.40734046985385,0.907529963984702
"MMD",-0.0391396624956931,1.13484813853225
"MMD",-0.882527644541175,0.582707116462875
"MMD",-0.562097916669193,1.10140970787973
"MMD",-0.562097916669193,1.10140970787973
"MMD",-0.294964789494179,1.32945553144472
"MMD",-0.219460552434503,1.17764268265802
"MMD",-0.294964789494179,1.32945553144472
"MMD",0.0403552183217818,1.24627986893409
"MMD",0.281868591670526,1.17079303625238
"MMD",-0.824040842244332,0.888516953225112
"MMD",0.403206579418254,1.11210063193678
"MMD",-0.539973241319325,1.13857276122406
"MMD",-0.38842989473204,1.14287033467842
"MMD",-0.38842989473204,1.14287033467842
"MMD",0.249360226670367,1.14674957203578
"MMD",0.249360226670367,1.14674957203578
"MMD",0.249360226670367,1.14674957203578
"MMD",-0.51508022624561,1.11346880051632
"MMD",-0.578338787117487,1.03862534571951
"MMD",0.26863502042405,1.38476895524214
"MMD",0.26863502042405,1.38476895524214
"MMD",0.833117356664153,0.679348455317721
"MMD",-0.104245365291578,1.24355880155235
"MMD",0.0886859581099972,1.28022349190046
"MMD",-0.211632128786594,1.14426841836133
"MMD",-0.682679654923321,1.1267724587274
"MMD",-0.682679654923321,1.1267724587274
"MMD",-0.22766406866247,1.39458740813093
"MMD",-0.22766406866247,1.39458740813093
"MMD",-0.85898050376989,0.366920699938703
"MMD",-0.85898050376989,0.366920699938703
"MMD",-0.85898050376989,0.366920699938703
"MMD",-0.879046324761489,0.504616631573148
"MMD",-0.920550252801376,0.547769641585342
"MMD",-0.675388570693629,1.10005216863957
"MMD",-0.675388570693629,1.10005216863957
"MMD",-0.675388570693629,1.10005216863957
"MMD",0.371534653350511,1.0073583011041
"MMD",-0.399192761985822,1.23678890446805
"MMD",-0.801058105426687,0.71134666546572
"MMD",0.392806639324959,1.1697396712436
"MMD",-0.0164487697377451,1.26909599686853
"MMD",-0.921847107768823,0.350777952607966
"MMD",-0.0172704312909431,1.38173316814009
"MMD",0.225307336376367,1.19882475667264
"MMD",0.225307336376367,1.19882475667264
"MMD",-0.22541033265386,1.06770749157079
"MMD",0.310216273476158,1.09736381521526
"MMD",0.310216273476158,1.09736381521526
"MMD",0.310216273476158,1.09736381521526
"MMD",0.716592173159105,0.891775552622404
"MMD",0.716592173159105,0.891775552622404
"MMD",-0.996480610362626,0.115507486881502
"MMD",-0.996480610362626,0.115507486881502
"MMD",-0.909406584116367,0.333521493094872
"MMD",-0.908727141280726,0.239628761612587
"MMD",-0.908727141280726,0.239628761612587
"MMD",0.931138850937465,0.295022364457692
"MMD",0.91729033393903,0.244865152284767
"MMD",0.91729033393903,0.244865152284767
"MMD",0.730552674507725,0.720864707510602
"MMD",-0.202681452811876,1.06409967569109
"MMD",0.387517881731818,1.06916325072045
"MMD",-0.645388345406685,0.881421921541324
"MMD",-0.789169350505479,0.846286549490655
"MMD",0.779445304769312,0.784859915359679
"MMD",0.779445304769312,0.784859915359679
"MMD",0.108931569842032,1.18027297010314
"MMD",-0.776052630219563,0.470170431580018
"MMD",-0.278179163909091,1.26777180751322
"MMD",0.574054155834503,0.927285528527625
"MMD",0.574054155834503,0.927285528527625
"MMD",-0.549846004642542,1.01986883402157
"MMD",-0.549846004642542,1.01986883402157
"MMD",-0.827682315710719,0.558990005963475
"MMD",-0.159686014736724,1.07855661186498
"MMD",-0.141291516351641,1.20841203609355
"MMD",-0.455951463475027,1.17174628900755
"MMD",-0.434910392184275,1.06519382210796
"MMD",0.327402478083968,1.30290208935079
"MMD",0.757909646992951,0.860203725755457
"MMD",0.328099462587363,1.09531256006682
"MMD",-0.918490039753007,0.433525526592401
"MMD",-0.706401422713674,0.893301695312722
"MMD",-0.918490039753007,0.433525526592401
"MMD",-0.287722532631229,0.991152231840996
"MMD",-0.879568175984064,0.661355652457484
"MMD",-0.023067992550976,1.29803515311437
"MMD",0.401339611628824,1.09217487014586
"MMD",0.401339611628824,1.09217487014586
"MMD",-0.553746226259805,0.959191948188208
"MMD",-0.224191248377055,0.971868316873956
"MMD",0.491484373584137,1.04932005715426
"MMD",-0.0031081571103404,1.14385622739979
"MMD",-0.258107167761041,1.30561756914373
"MMD",-0.468579221054664,1.21359265751547
"MMD",-0.209032098827415,1.19042080211948
"MMD",-0.135495445001246,1.30340521814065
"MMD",0.53674090568003,0.998568198961836
"MMD",-0.581585996414823,1.1499327796862
"MMD",-0.957943161742319,-0.087615287531808
"MMD",-0.957943161742319,-0.087615287531808
"MMD",0.576770253313991,0.99283522496009
"MMD",0.411823812178485,1.29797751301327
"MMD",0.576770253313991,0.99283522496009
"MMD",0.576770253313991,0.99283522496009
"MMD",0.576770253313991,0.99283522496009
"MMD",0.576770253313991,0.99283522496009
"MMD",0.0743796579581239,1.22250061588726
"MMD",0.0743796579581239,1.22250061588726
"MMD",-0.784521583735957,0.837636989328478
"MMD",-0.784521583735957,0.837636989328478
"MMD",-0.784521583735957,0.837636989328478
"MMD",-0.0248865563964852,1.19202192390139
"MMD",0.0743796579581239,1.22250061588726
"MMD",0.539095686907966,1.04591779048173
"MMD",-0.075273261963567,1.23319138894398
"MMD",-0.320797578093824,1.20413978522516
"MMD",-0.111759617324586,1.08747194748242
"MMD",-0.154892703518271,1.21884506684717
"MMD",-0.385332809545997,1.1051688262692
"MMD",-0.606942905153705,0.963085646061595
"MMD",-0.0457418373693367,1.49486019811382
"MMD",0.364451165311038,1.34366093536589
"MMD",0.827549965210273,0.712892191678799
"MMD",0.364451165311038,1.34366093536589
"MMD",0.364451165311038,1.34366093536589
"MMD",0.0889546137446615,1.34025707615137
"MMD",-0.520178165714287,1.16037521481046
"MMD",0.346443670127116,0.99229078652607
"MMD",0.540085578705199,1.2082138725171
"MMD",0.540085578705199,1.2082138725171
"MMD",0.481390708758924,0.996834540044009
"MMD",0.200831340675221,1.13874907808066
"MMD",0.540085578705199,1.2082138725171
"MMD",0.57803708668378,1.09205051575585
"MMD",0.364451165311038,1.34366093536589
"MMD",0.364451165311038,1.34366093536589
"MMD",-0.225745622413386,1.22920398472723
"MMD",-0.562013757445986,1.05660313155635
"MMD",0.453896112908469,1.33432226077884
"MMD",0.333933321775438,0.969070046058085
"MMD",0.245373201074286,1.24670815938639
"MMD",-0.773644752646507,0.901449799362917
"MMD",-0.749973333528814,0.739334427870384
"MMD",0.526055582384477,1.19444515711893
"MMD",-0.110460090992002,1.23694118660813
"MMD",0.526055582384477,1.19444515711893
"MMD",-0.286543204232992,1.21381054419456
"MMD",0.567687144523099,1.23631755809813
"MMD",-0.0137395872318336,1.25329079135267
"MMD",0.765883687188431,0.790732000118266
"MMD",-0.0137395872318336,1.25329079135267
"MMD",0.395958996380769,1.18106835380273
"MMD",0.0189833380685832,1.05422749527853
"MMD",-0.505177068332892,1.20618234364205
"MMD",0.112483596595234,1.26935901920623
"MMD",0.801319452800549,0.93056099712602
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.0552277429318055,1.24922611011279
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.420105849581944,1.19428166160178
"MMD",-0.773391318696631,0.534687142596305
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.563937580343237,0.806513322809586
"MMD",0.821102255756837,0.588001261166533
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.230717886138385,1.32720105452881
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.494004530061899,1.03155774831422
"MMD",-0.501788346812705,0.913949200703229
"MMD",-0.926226022355878,0.183018900571522
"MMD",-0.805192353669554,0.862199049269301
"MMD",-0.252140263353876,0.994512299887241
"MMD",-0.741607958938793,0.898212947576317
"MMD",-0.741607958938793,0.898212947576317
