"methods","samples.p","samples.mu01","samples.mu02","samples.mu11","samples.mu12"
"SummaryRaw",0.412104814652408,0.94638848836314,0.730859556031416,-0.459193423645068,-0.0747943393469012
"SummaryRaw",0.412104814652408,0.94638848836314,0.730859556031416,-0.459193423645068,-0.0747943393469012
"SummaryRaw",0.403156665348218,0.79744782453884,0.619562680093438,-0.218079517613876,-0.687999138449778
"SummaryRaw",0.403156665348218,0.79744782453884,0.619562680093438,-0.218079517613876,-0.687999138449778
"SummaryRaw",0.393014451131931,0.71672302143147,0.702331294080792,-0.324938471495765,-0.623846327502952
"SummaryRaw",0.425763778697057,0.951089860783045,0.858029391660975,-0.199675112866049,-0.739893938394281
"SummaryRaw",0.458837226627483,0.924080636643132,0.693898679868352,-0.377654472451982,-0.640348978545479
"SummaryRaw",0.420868566317941,0.912803472768257,0.809271042234237,-0.0604505686197368,-0.43992956578491
"SummaryRaw",0.36118791410677,0.644048845489014,0.6333554328559,-0.624481954860169,-0.751099970690444
"SummaryRaw",0.420868566317941,0.912803472768257,0.809271042234237,-0.0604505686197368,-0.43992956578491
"SummaryRaw",0.514722738246641,-0.534536398388972,-0.651242204915965,0.764653801105421,0.888626881741639
"SummaryRaw",0.657532901543137,-0.587296576516173,-0.318482718156324,0.857333982558321,0.91763899295811
"SummaryRaw",0.190602175346429,0.620013076066096,0.726000900257182,-0.263272992123779,-0.983560722117426
"SummaryRaw",0.190602175346429,0.620013076066096,0.726000900257182,-0.263272992123779,-0.983560722117426
"SummaryRaw",0.190602175346429,0.620013076066096,0.726000900257182,-0.263272992123779,-0.983560722117426
"SummaryRaw",0.611851613272635,-0.33558205627666,-0.296143832681179,0.904431543323092,0.856227297321139
"SummaryRaw",0.617009347653441,-0.453709619920865,-0.373190492452559,0.756766978396862,0.755133257496736
"SummaryRaw",0.417953535865415,0.622736827646724,0.895489256030634,-0.743845038599989,-0.594488922186815
"SummaryRaw",0.417953535865415,0.622736827646724,0.895489256030634,-0.743845038599989,-0.594488922186815
"SummaryRaw",0.417953535865415,0.622736827646724,0.895489256030634,-0.743845038599989,-0.594488922186815
"SummaryRaw",0.417953535865415,0.622736827646724,0.895489256030634,-0.743845038599989,-0.594488922186815
"SummaryRaw",0.444433723668499,0.678534604493958,0.889541187281167,-0.760818210261525,-0.3943561714608
"SummaryRaw",0.512710219563868,-0.422989453885973,-0.348979792376087,0.948434378464122,0.813264680292004
"SummaryRaw",0.487199596509869,0.761981834053233,0.814025440285416,-0.169045211746181,-0.304470404000459
"SummaryRaw",0.512710219563868,-0.422989453885973,-0.348979792376087,0.948434378464122,0.813264680292004
"SummaryRaw",0.376100825350481,0.762801662671985,0.706504229819999,-0.48359787714297,-0.52627802323369
"SummaryRaw",0.362289552712838,0.848886293604887,0.903073088046562,-0.665336044864743,-0.528855500254654
"SummaryRaw",0.366824419393777,0.815829708969761,0.826851771966761,-0.59119404173336,-0.536446219985891
"SummaryRaw",0.38099104513183,0.813994558982464,0.812235036393794,0.00608042222834365,-0.567531658361808
"SummaryRaw",0.426962340877944,0.635980857847798,0.68401901232987,-0.632835990043922,-0.552636159817246
"SummaryRaw",0.404031563790226,0.737091420976633,0.800464288875866,-0.451051282650404,-0.695389798297274
"SummaryRaw",0.326705589806709,0.660895171186583,0.803991622836644,-0.564547578018674,-0.254907614304669
"SummaryRaw",0.543854312546313,-0.312214917329608,-0.140747439922035,0.818294342788727,0.906720605952119
"SummaryRaw",0.51308884760255,-0.595931556813593,-0.607575285160991,0.781956698801692,0.705382421575902
"SummaryRaw",0.468378006645898,-0.3842730152617,-0.0378423169730504,0.85486128071594,0.919467091673691
"SummaryRaw",0.465903577628039,0.823997216157325,0.738305380907885,-0.43941805115666,-0.643063083830493
"SummaryRaw",0.465903577628039,0.823997216157325,0.738305380907885,-0.43941805115666,-0.643063083830493
"SummaryRaw",0.46492411528399,0.842081637047363,0.960068357370998,-0.523536127707448,-0.419430274739185
"SummaryRaw",0.46492411528399,0.842081637047363,0.960068357370998,-0.523536127707448,-0.419430274739185
"SummaryRaw",0.451717224680607,0.923569612168557,0.786177063584901,-0.598908535816985,-0.193639480245362
"SummaryRaw",0.46492411528399,0.842081637047363,0.960068357370998,-0.523536127707448,-0.419430274739185
"SummaryRaw",0.46492411528399,0.842081637047363,0.960068357370998,-0.523536127707448,-0.419430274739185
"SummaryRaw",0.518835383575889,0.88947119099086,0.888918846675726,-0.437079061819518,-0.435507313622923
"SummaryRaw",0.376774472233639,0.663301572531021,0.656060200371784,-0.758170147396614,-0.535392922296451
"SummaryRaw",0.382425373160255,0.652435169708438,0.801699278249107,-0.503028422899071,-0.339143662891244
"SummaryRaw",0.264611813585932,0.65711446443044,0.728085702222047,-0.875249342440078,-0.695365067037365
"SummaryRaw",0.197216837430554,0.833454697778114,0.698993194786465,-0.83625983874261,-0.616535544206158
"SummaryRaw",0.193737832106032,0.526891897201758,0.735175008286744,-0.405592994165512,-0.763021564360512
"SummaryRaw",0.318114881443395,0.623595042774,0.617945499568081,-0.520530982310351,-0.899022770808469
"SummaryRaw",0.254350122125299,0.600729031209362,0.567369050658069,-0.369092417621054,-0.906931661748876
"SummaryRaw",0.237291800843508,0.802143731010018,0.691542019767242,-0.272420544375022,-0.800463990084996
"SummaryRaw",0.296150038090044,0.635228022353952,0.569918161979515,-0.533777994725124,-0.703818182184128
"SummaryRaw",0.333464340358682,0.698924917484216,0.530411022328623,-0.606288459454998,-0.808135431328909
"SummaryRaw",0.319753203159563,0.642112300342403,0.750506798120835,-0.863583527011565,-0.921351327988501
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.263477770043808,0.537338571235946,0.523230409835204,-0.97078743732575,-0.911241178192637
"SummaryRaw",0.286175807116704,0.47980813163938,0.60158271401923,-0.967684856436005,-0.597528471030404
"SummaryRaw",0.489161411132292,-0.732723954339877,-0.115398939249612,0.848488183220722,0.937262558547495
"SummaryRaw",0.566164691622445,-0.511018328192175,-0.148978214761866,0.818359356784333,0.83739598565285
"SummaryRaw",0.347739154691292,0.772573171334838,0.774380670746545,-0.150640778455451,-0.408549633230681
"SummaryRaw",0.347739154691292,0.772573171334838,0.774380670746545,-0.150640778455451,-0.408549633230681
"SummaryRaw",0.336592769662704,0.939357531135863,0.662539646281193,-0.286679122448284,-0.604679880727976
"SummaryRaw",0.347739154691292,0.772573171334838,0.774380670746545,-0.150640778455451,-0.408549633230681
"SummaryRaw",0.250718928912261,0.701484420361815,0.695257746461955,-0.218099873903732,-0.866658252750418
"SummaryRaw",0.454797912135648,0.826408206089736,0.762981456576161,-0.321373417144031,-0.196997671847167
"SummaryRaw",0.263316156953369,0.567281831278677,0.660366719633493,-0.311895376165094,-0.683041031112415
"SummaryRaw",0.321498035421084,0.760184808022801,0.804180432633887,-0.531022720693773,-0.30763529476994
"SummaryRaw",0.2262696539672,0.668524553545134,0.424663916623245,-0.997078572757515,-0.857001888266377
"SummaryRaw",0.2262696539672,0.668524553545134,0.424663916623245,-0.997078572757515,-0.857001888266377
"SummaryRaw",0.2262696539672,0.668524553545134,0.424663916623245,-0.997078572757515,-0.857001888266377
"SummaryRaw",0.2262696539672,0.668524553545134,0.424663916623245,-0.997078572757515,-0.857001888266377
"SummaryRaw",0.2262696539672,0.668524553545134,0.424663916623245,-0.997078572757515,-0.857001888266377
"SummaryRaw",0.381931089654668,0.686821404509848,0.919274376950332,-0.678543643748751,-0.496348393958912
"SummaryRaw",0.381931089654668,0.686821404509848,0.919274376950332,-0.678543643748751,-0.496348393958912
"SummaryRaw",0.246983016591731,0.817763459556993,0.682701373596362,-0.576356350762733,-0.629280675926503
"SummaryRaw",0.26824756914942,0.616191996049505,0.594854863226546,-0.425845538045378,-0.693235238770797
"SummaryRaw",0.247616268327065,0.691153312085959,0.681148186577329,-0.549611218683201,-0.568995845364264
"SummaryRaw",0.464183298247296,0.913902840700148,0.871939883938061,-0.349498579322386,-0.272881107286196
"SummaryRaw",0.394876678519144,0.78456199878387,0.820444848646553,-0.545816804089963,-0.60656614840277
"SummaryRaw",0.381028255923082,0.675163812693529,0.738812790044587,-0.477338475435852,-0.228050534097333
"SummaryRaw",0.245077565325053,0.569525685713751,0.759653062317604,-0.57630882493801,-0.582101590538169
"SummaryRaw",0.393455483768935,0.866312278681617,0.796584850516978,-0.536986843611957,-0.633579299435369
"SummaryRaw",0.393455483768935,0.866312278681617,0.796584850516978,-0.536986843611957,-0.633579299435369
"SummaryRaw",0.393455483768935,0.866312278681617,0.796584850516978,-0.536986843611957,-0.633579299435369
"SummaryRaw",0.460717526113702,0.748934022324823,0.932827663856361,-0.367439490687427,-0.519512318117998
"SummaryRaw",0.36004881505181,0.801835221447722,0.762140247747008,-0.00770522587660892,-0.799966822167685
"SummaryRaw",0.582112175296874,-0.102756666963397,-0.507349689476277,0.825532504968542,0.936959671674713
"SummaryRaw",0.493058351442651,-0.180929377715149,-0.473895838822032,0.934818285820092,0.951242028670743
"SummaryRaw",0.493058351442651,-0.180929377715149,-0.473895838822032,0.934818285820092,0.951242028670743
"SummaryRaw",0.506976638266859,-0.332603831485057,-0.504128981003962,0.834435679425774,0.817864050680924
"SummaryRaw",0.514901977591449,-0.543070741894331,-0.513005536794536,0.932269251782173,0.959417793999434
"SummaryRaw",0.549806880404227,-0.41145231716797,-0.536401034686487,0.71309843592944,0.984698196715457
"SummaryRaw",0.462669523687894,-0.224076043977963,-0.512875388288769,0.895952890550982,0.908048597700743
"SummaryRaw",0.549806880404227,-0.41145231716797,-0.536401034686487,0.71309843592944,0.984698196715457
"SummaryRaw",0.623727849411118,-0.401176934520946,-0.701748694383941,0.818671498810444,0.703048839718105
"SummaryRaw",0.619055346046662,-0.520730125691596,-0.646149933374533,0.81631655353042,0.702996913395952
"SummaryRaw",0.730334210259749,-0.878646673255731,-0.574144032516753,0.543896598249677,0.796523036688375
"SummaryRaw",0.626026680384128,-0.736893591199937,-0.493521809997135,0.71330850701357,0.723540741898762
"SummaryRaw",0.587175048508467,-0.724114323229951,-0.516737984303212,0.652331758025474,0.846398906559562
"SummaryRaw",0.516566619746703,-0.472465159181458,-0.533048984200402,0.694420512968391,0.992400941527938
"SummaryRaw",0.656267370757762,-0.358561681819088,-0.601487825806086,0.765480347001829,0.834256719682285
"SummaryRaw",0.582385449047211,-0.278787941077252,-0.481990727483296,0.813254014996637,0.89796511378525
"SummaryRaw",0.607073003080367,-0.362453873568653,-0.59643719786658,0.823995841957259,0.897068067140147
"SummaryRaw",0.582385449047211,-0.278787941077252,-0.481990727483296,0.813254014996637,0.89796511378525
"SummaryRaw",0.58605307486712,-0.36455169116327,-0.591808067375117,0.797241371226156,0.735879940949505
"SummaryRaw",0.569081652821598,-0.306692364830317,-0.621606089643781,0.943542569411814,0.898649190972376
"SummaryRaw",0.600324797927592,-0.412115617322664,-0.413076049411929,0.611295305612347,0.939084057057037
"SummaryRaw",0.600324797927592,-0.412115617322664,-0.413076049411929,0.611295305612347,0.939084057057037
"SummaryRaw",0.600324797927592,-0.412115617322664,-0.413076049411929,0.611295305612347,0.939084057057037
"SummaryRaw",0.33221847347105,0.840729524434175,0.808016678797357,-0.615529996893815,-0.892993680609122
"SummaryRaw",0.233439970057424,0.623262045347946,0.752379427351063,-0.595411923013253,-0.698202954507496
"SummaryRaw",0.236635970862616,0.71443343627674,0.457136463076562,-0.592815060959624,-0.829163063580464
"SummaryRaw",0.236635970862616,0.71443343627674,0.457136463076562,-0.592815060959624,-0.829163063580464
"SummaryRaw",0.236635970862616,0.71443343627674,0.457136463076562,-0.592815060959624,-0.829163063580464
"SummaryRaw",0.297217242703234,0.697177241597271,0.806959382527833,-0.36257000163758,-0.724943838911477
"SummaryRaw",0.320690392310347,0.70729942270753,0.742547519767252,-0.475702988959463,-0.903503406570835
"SummaryRaw",0.446816716113584,0.819659440817169,0.784746588820356,-0.154036117426759,-0.210968512548648
"SummaryRaw",0.377967045065216,0.744573875794152,0.862192333610748,-0.0287540828019794,-0.534223748688798
"SummaryRaw",0.377967045065216,0.744573875794152,0.862192333610748,-0.0287540828019794,-0.534223748688798
"SummaryRaw",0.387650361179111,0.801579446389074,0.814157881093069,0.00875545807521271,-0.592369117856324
"SummaryRaw",0.417319479711575,0.753555534330097,0.908634424293663,-0.532622106599079,-0.698229943592409
"SummaryRaw",0.402432296672721,0.76120783101832,0.881256145576817,-0.237538645632084,-0.747532638188002
"SummaryRaw",0.411685847372184,0.742368256760946,0.973302741346318,-0.157232438435355,-0.665907184119546
"SummaryRaw",0.431150513622737,0.91417299969989,0.816548489540992,-0.245014008955083,-0.779887313887718
"SummaryRaw",0.35493949413451,0.69299459175746,0.833942547682622,-0.671715838857603,-0.0797985102667842
"SummaryRaw",0.35493949413451,0.69299459175746,0.833942547682622,-0.671715838857603,-0.0797985102667842
"SummaryRaw",0.3392568553297,0.712825307323157,0.670240207525074,-0.681001817125596,-0.192973714746188
"SummaryRaw",0.367159219275533,0.818675857726388,0.801592128501661,-0.675722877869121,-0.409173253188551
"SummaryRaw",0.323321519295163,0.669291425943565,0.713412439432912,-0.658157735531488,-0.517311722674486
"SummaryRaw",0.43316829392797,0.875527717926222,0.734152232721482,-0.674986351227326,-0.412486707024881
"SummaryRaw",0.227812732507766,0.568488202838457,0.762774867969729,-0.686318574735303,-0.63897278275133
"SummaryRaw",0.477183141219144,0.965939016426623,0.834240237506697,-0.420001103310154,-0.107047245737898
"SummaryRaw",0.491103530810323,0.897080342348989,0.973106443222426,-0.269768210359221,-0.299752916034061
"SummaryRaw",0.327129902908419,0.710496562904384,0.713448734553628,-0.470595760190761,-0.353058191258998
"SummaryRaw",0.327129902908419,0.710496562904384,0.713448734553628,-0.470595760190761,-0.353058191258998
"SummaryRaw",0.33206310526699,0.767159199797994,0.697322119231165,-0.490296810063383,-0.183824629835785
"SummaryRaw",0.366448203082749,0.830023909306573,0.865910706275125,-0.487331649353006,-0.516743135706761
"SummaryRaw",0.273908302704656,0.726248234162167,0.640613819554114,-0.805909479184211,-0.527555081632258
"SummaryRaw",0.295667578583769,0.701043541491485,0.630282059728326,-0.915977976260172,-0.631207592959414
"SummaryRaw",0.32249899256271,0.650743605626484,0.63751936900445,-0.680004206300982,-0.515988346648309
"SummaryRaw",0.339418515757479,0.700957584655119,0.800665252702104,-0.970621298084366,-0.457676451070011
"SummaryRaw",0.37965312523704,0.76121340120893,0.720342400729984,-0.345625327035617,-0.04044490120416
"SummaryRaw",0.37965312523704,0.76121340120893,0.720342400729984,-0.345625327035617,-0.04044490120416
"SummaryRaw",0.329082583055403,0.750354377657952,0.791906430203926,-0.567457672385452,-0.357606112732711
"SummaryRaw",0.410014799948333,0.764722159940665,0.79885412508013,-0.607499020497463,-0.225268403208634
"SummaryRaw",0.414847840205917,0.799930258744739,0.850385567547519,-0.594388451557122,-0.279571056169116
"SummaryRaw",0.590539091057848,-0.45133935123599,-0.444707651855834,0.785778668841677,0.999169308798825
"SummaryRaw",0.344445525934644,0.47319277067214,0.727383210059725,-0.667763675077551,-0.646819040137211
"SummaryRaw",0.555044932901207,-0.211255605309344,-0.389217003233293,0.956974535133204,0.883627273077107
"SummaryRaw",0.616447870129938,-0.426628758969583,-0.460342164529887,0.733569184702893,0.890665643280511
"SummaryRaw",0.616447870129938,-0.426628758969583,-0.460342164529887,0.733569184702893,0.890665643280511
"SummaryRaw",0.577461278974239,-0.456460023762065,-0.26560136240007,0.945245774759857,0.90693770934473
"SummaryRaw",0.616447870129938,-0.426628758969583,-0.460342164529887,0.733569184702893,0.890665643280511
"SummaryRaw",0.614417102232972,-0.158282263420948,-0.605985390434751,0.758925875045834,0.802769450825559
"SummaryRaw",0.664028063189176,-0.396686859372494,-0.916650446996074,0.788697458540661,0.711666810966261
"SummaryRaw",0.664028063189176,-0.396686859372494,-0.916650446996074,0.788697458540661,0.711666810966261
"SummaryRaw",0.586713736670019,-0.179866634256117,-0.502240211514439,0.879134233438347,0.724859027046928
"SummaryRaw",0.586713736670019,-0.179866634256117,-0.502240211514439,0.879134233438347,0.724859027046928
"SummaryRaw",0.433187104348586,-0.240846395713843,-0.431361382393169,0.743640604276008,0.956705340325223
"SummaryRaw",0.433187104348586,-0.240846395713843,-0.431361382393169,0.743640604276008,0.956705340325223
"SummaryRaw",0.433187104348586,-0.240846395713843,-0.431361382393169,0.743640604276008,0.956705340325223
"SummaryRaw",0.627043845381944,-0.326343804130827,-0.551143505777453,0.660424992128658,0.777686753512408
"SummaryRaw",0.554790479891261,-0.433005917048826,-0.505264433289598,0.945871280158601,0.952702750865668
"SummaryRaw",0.473053660745075,-0.393461000803834,-0.420603010486701,0.911700932084692,0.861866731884107
"SummaryRaw",0.239635863825862,0.687230348397684,0.712357727373345,-0.611102183235422,-0.574781863378032
"SummaryRaw",0.515834362784498,-0.254485252640917,-0.289800160204422,0.853672327775169,0.974083745676204
"SummaryRaw",0.547007164848781,-0.337689875440235,-0.167944569517153,0.768431692412008,0.844010873563659
"SummaryRaw",0.547007164848781,-0.337689875440235,-0.167944569517153,0.768431692412008,0.844010873563659
"SummaryRaw",0.557868491607392,-0.488577033846329,-0.487448876982234,0.960273295277934,0.904388314616614
"SummaryRaw",0.533382595255467,-0.632623833284951,-0.394165207457939,0.756113172703026,0.946076023478258
"SummaryRaw",0.533382595255467,-0.632623833284951,-0.394165207457939,0.756113172703026,0.946076023478258
