"value","density","param","method"
-0.533066132264529,0.012393085880368,"theta2","True posterior"
-0.525050100200401,0.0125582150026832,"theta2","True posterior"
-0.517034068136273,0.0127270583356042,"theta2","True posterior"
-0.509018036072144,0.0128997208379174,"theta2","True posterior"
-0.501002004008016,0.0130763109947909,"theta2","True posterior"
-0.492985971943888,0.0132569409534105,"theta2","True posterior"
-0.48496993987976,0.0134417266644385,"theta2","True posterior"
-0.476953907815631,0.0136307880295677,"theta2","True posterior"
-0.468937875751503,0.0138242490554605,"theta2","True posterior"
-0.460921843687375,0.0140222380143724,"theta2","True posterior"
-0.452905811623247,0.0142248876117806,"theta2","True posterior"
-0.444889779559118,0.0144323351613491,"theta2","True posterior"
-0.43687374749499,0.0146447227675828,"theta2","True posterior"
-0.428857715430862,0.0148621975165391,"theta2","True posterior"
-0.420841683366734,0.0150849116749856,"theta2","True posterior"
-0.412825651302605,0.0153130228984113,"theta2","True posterior"
-0.404809619238477,0.0155466944483218,"theta2","True posterior"
-0.396793587174349,0.0157860954192697,"theta2","True posterior"
-0.388777555110221,0.0160314009760956,"theta2","True posterior"
-0.380761523046092,0.0162827926018803,"theta2","True posterior"
-0.372745490981964,0.0165404583571342,"theta2","True posterior"
-0.364729458917836,0.0168045931507791,"theta2","True posterior"
-0.356713426853708,0.0170753990235051,"theta2","True posterior"
-0.348697394789579,0.0173530854441174,"theta2","True posterior"
-0.340681362725451,0.01763786961952,"theta2","True posterior"
-0.332665330661323,0.017929976819018,"theta2","True posterior"
-0.324649298597194,0.0182296407136562,"theta2","True posterior"
-0.316633266533066,0.0185371037313501,"theta2","True posterior"
-0.308617234468938,0.0188526174286057,"theta2","True posterior"
-0.30060120240481,0.0191764428796699,"theta2","True posterior"
-0.292585170340681,0.0195088510839919,"theta2","True posterior"
-0.284569138276553,0.0198501233929341,"theta2","True posterior"
-0.276553106212425,0.02020055195671,"theta2","True posterior"
-0.268537074148297,0.0205604401925886,"theta2","True posterior"
-0.260521042084168,0.020930103275458,"theta2","True posterior"
-0.25250501002004,0.0213098686518988,"theta2","True posterior"
-0.244488977955912,0.0217000765789833,"theta2","True posterior"
-0.236472945891784,0.0221010806890826,"theta2","True posterior"
-0.228456913827656,0.0225132485820315,"theta2","True posterior"
-0.220440881763527,0.0229369624460793,"theta2","True posterior"
-0.212424849699399,0.023372619709128,"theta2","True posterior"
-0.204408817635271,0.0238206337218472,"theta2","True posterior"
-0.196392785571142,0.0242814344743388,"theta2","True posterior"
-0.188376753507014,0.0247554693481177,"theta2","True posterior"
-0.180360721442886,0.0252432039052758,"theta2","True posterior"
-0.172344689378758,0.0257451227167919,"theta2","True posterior"
-0.164328657314629,0.026261730232069,"theta2","True posterior"
-0.156312625250501,0.0267935516918875,"theta2","True posterior"
-0.148296593186373,0.0273411340870884,"theta2","True posterior"
-0.140280561122245,0.0279050471654281,"theta2","True posterior"
-0.132264529058116,0.0284858844891806,"theta2","True posterior"
-0.124248496993988,0.0290842645462109,"theta2","True posterior"
