"methods","samples.omega","samples.phi","samples.logsigma","samples.logA"
"Delay reconstruction",0.0108056837786819,0.0746469651946622,0.0461056104999028,0.427430359875142
"Delay reconstruction",0.0108056837786819,0.0746469651946622,0.0461056104999028,0.427430359875142
"Delay reconstruction",0.0234051365683869,1.22598808620149,-0.306497650017457,0.681551299308406
"Delay reconstruction",0.0234051365683869,1.22598808620149,-0.306497650017457,0.681551299308406
"Delay reconstruction",0.0221445280461989,0.0581402708701917,-0.132475391788097,0.748820962710795
"Delay reconstruction",0.0205118466441831,2.25392954755733,-0.0418237930811817,0.688769002630183
"Delay reconstruction",0.0189831927705297,0.663607739127163,0.11021521414707,0.685386044802313
"Delay reconstruction",0.0201458227705811,4.67288689558759,-0.286962508075699,0.711306702733982
"Delay reconstruction",0.0294471692579655,1.15231818565972,-0.13236345694536,0.699959359774541
"Delay reconstruction",0.0304608097976803,4.04050377913974,-0.39142064295297,0.740800807971488
"Delay reconstruction",0.0224446527507958,5.27977596125022,-0.434719636005098,0.755504895425366
"Delay reconstruction",0.0304608097976803,4.04050377913974,-0.39142064295297,0.740800807971488
"Delay reconstruction",0.0199763172616289,3.85880034686313,-0.0774946332183377,0.657911494281282
"Delay reconstruction",0.0262692749594837,5.94958913838208,-0.113471298729951,0.714474775619401
"Delay reconstruction",0.0202728808648489,2.71699300457747,-0.254443177945033,0.808215593449116
"Delay reconstruction",0.0202728808648489,2.71699300457747,-0.254443177945033,0.808215593449116
"Delay reconstruction",0.0189033330719606,2.46049301190705,-0.0254749986505908,0.620946344475999
"Delay reconstruction",0.0243293236353954,2.70984375453688,-0.295240521831636,0.709840648774534
"Delay reconstruction",0.0189033330719606,2.46049301190705,-0.0254749986505908,0.620946344475999
"Delay reconstruction",0.0109223672252439,3.32221105722777,0.0960583970474178,0.582770247990933
"Delay reconstruction",0.0119414018977389,2.05103053071061,0.289624053268257,0.361545085282457
"Delay reconstruction",0.0203838003849952,2.04229923174153,0.098084408722316,0.409753019872891
"Delay reconstruction",0.0233421073290248,1.8235277471793,0.0962560601568824,0.381849666625135
"Delay reconstruction",0.0118486592195689,0.782027976008132,0.215710003038862,0.589159668232757
"Delay reconstruction",0.0135466050472664,1.04008323009224,-0.0680816636774187,0.559885962158576
"Delay reconstruction",0.0122756018925439,2.34795621895756,0.12187742517917,0.525404061915371
"Delay reconstruction",0.0110515707344923,2.65031904431438,0.153686499200943,0.417211902226903
"Delay reconstruction",0.0110515707344923,2.65031904431438,0.153686499200943,0.417211902226903
"Delay reconstruction",0.0215143899728091,0.499587895353716,0.0933872945634598,0.685487301168584
"Delay reconstruction",0.0205934458946958,0.605894694219999,0.165773312591562,0.723889449052718
"Delay reconstruction",0.0215143899728091,0.499587895353716,0.0933872945634598,0.685487301168584
"Delay reconstruction",0.02519427791333,1.46408552940387,-0.0125694571186795,0.64052174270719
"Delay reconstruction",0.0202753951391501,0.897133805524502,0.110125375261935,0.702755923548416
"Delay reconstruction",0.0196577276636538,1.48904761354608,-0.349371345947317,0.727624309393925
"Delay reconstruction",0.0121846570212534,0.796984321068289,-0.379985202509721,0.727022754318148
"Delay reconstruction",0.0121846570212534,0.796984321068289,-0.379985202509721,0.727022754318148
"Delay reconstruction",0.0121846570212534,0.796984321068289,-0.379985202509721,0.727022754318148
"Delay reconstruction",0.0121846570212534,0.796984321068289,-0.379985202509721,0.727022754318148
"Delay reconstruction",0.00884733499488044,1.62607968302483,-0.0363497783403059,0.632276689953102
"Delay reconstruction",0.00964801752676296,1.02862719591638,-0.0509929362624499,0.640935362485662
"Delay reconstruction",0.013615809416321,3.08553303461862,-0.240280736634184,0.740394025589231
"Delay reconstruction",0.00964801752676296,1.02862719591638,-0.0509929362624499,0.640935362485662
"Delay reconstruction",0.0210753388780492,1.80706678759506,-0.458705103374431,0.830428545220187
"Delay reconstruction",0.0224209334166222,1.85949797663438,-0.386150783308163,0.73734476243835
"Delay reconstruction",0.0224209334166222,1.85949797663438,-0.386150783308163,0.73734476243835
"Delay reconstruction",0.0219779033632337,3.42930911331571,-0.552923269791823,0.784568426198285
"Delay reconstruction",0.0224209334166222,1.85949797663438,-0.386150783308163,0.73734476243835
"Delay reconstruction",0.0233168511860888,0.975440427530963,-0.564491469840952,0.849982575763346
"Delay reconstruction",0.0224209334166222,1.85949797663438,-0.386150783308163,0.73734476243835
"Delay reconstruction",0.022732134099312,2.52679423156162,-0.347387239749919,0.797724024229002
"Delay reconstruction",0.0180091786344438,1.55436967103431,0.147876669144283,0.630796762681555
"Delay reconstruction",0.0180091786344438,1.55436967103431,0.147876669144283,0.630796762681555
"Delay reconstruction",0.0180091786344438,1.55436967103431,0.147876669144283,0.630796762681555
"Delay reconstruction",0.0180091786344438,1.55436967103431,0.147876669144283,0.630796762681555
"Delay reconstruction",0.0240152067958681,2.85432117206296,-0.159820353787394,0.790244259177042
"Delay reconstruction",0.0180091786344438,1.55436967103431,0.147876669144283,0.630796762681555
"Delay reconstruction",0.0140017958376923,1.87232565189144,0.0710565643860352,0.633134696377624
"Delay reconstruction",0.0222149728924735,2.23913483903383,0.130478300397725,0.608928248597957
"Delay reconstruction",0.0202793017765483,4.64070521242136,0.144928995721816,0.589216581315452
"Delay reconstruction",0.020313458075169,1.09416781474041,0.195495871775468,0.519370219897235
"Delay reconstruction",0.0225732711809974,0.801119990693217,0.168998319983707,0.533590601672563
"Delay reconstruction",0.0107165433302473,4.12338266241164,0.0318027149840868,0.518793399436037
"Delay reconstruction",0.00922249334771095,4.84235102298323,-0.00519424022364542,0.5346414012027
