"value","density","param","method"
-0.129588506784315,0.000152457966159358,"logsigma","True posterior"
-0.128448307074192,0.000244143520583895,"logsigma","True posterior"
-0.127308107364069,0.000381518484272573,"logsigma","True posterior"
-0.126167907653946,0.00058213849809921,"logsigma","True posterior"
-0.125027707943823,0.000867869083879679,"logsigma","True posterior"
-0.1238875082337,0.001264974775897,"logsigma","True posterior"
-0.122747308523577,0.00180380892122718,"logsigma","True posterior"
-0.121607108813454,0.00253103657256616,"logsigma","True posterior"
-0.12046690910333,0.00348701407651195,"logsigma","True posterior"
-0.119326709393207,0.00469522695222897,"logsigma","True posterior"
-0.118186509683084,0.00618307209707361,"logsigma","True posterior"
-0.117046309972961,0.00796906130882195,"logsigma","True posterior"
-0.115906110262838,0.0100597119212165,"logsigma","True posterior"
-0.114765910552715,0.0124470686454181,"logsigma","True posterior"
-0.113625710842592,0.0151072196365055,"logsigma","True posterior"
-0.112485511132469,0.018000092411639,"logsigma","True posterior"
-0.111345311422346,0.0210706979441796,"logsigma","True posterior"
-0.110205111712223,0.0242518396826609,"logsigma","True posterior"
-0.1090649120021,0.0274633978531936,"logsigma","True posterior"
-0.107924712291977,0.0306136272336783,"logsigma","True posterior"
-0.106784512581854,0.0336289574112903,"logsigma","True posterior"
-0.105644312871731,0.0364463581400457,"logsigma","True posterior"
-0.104504113161608,0.0390156754493765,"logsigma","True posterior"
-0.103363913451485,0.0413019703378044,"logsigma","True posterior"
-0.102223713741362,0.0432871708285048,"logsigma","True posterior"
-0.101083514031239,0.0449714070894386,"logsigma","True posterior"
-0.0999433143211162,0.0463744158501106,"logsigma","True posterior"
-0.0988031146109932,0.0475373211079838,"logsigma","True posterior"
-0.0976629149008702,0.0485249204684465,"logsigma","True posterior"
-0.0965227151907471,0.0494356615520396,"logsigma","True posterior"
-0.0953825154806241,0.0504213828632834,"logsigma","True posterior"
-0.0942423157705011,0.0516431421681628,"logsigma","True posterior"
-0.0931021160603781,0.0532835841023052,"logsigma","True posterior"
-0.0919619163502551,0.0555383079338566,"logsigma","True posterior"
-0.0908217166401321,0.0586019459738882,"logsigma","True posterior"
-0.089681516930009,0.0626507204264749,"logsigma","True posterior"
-0.088541317219886,0.0678229189564436,"logsigma","True posterior"
-0.087401117509763,0.0741992758513795,"logsigma","True posterior"
-0.08626091779964,0.0817856362837349,"logsigma","True posterior"
-0.085120718089517,0.0905054907550148,"logsigma","True posterior"
-0.083980518379394,0.100241111023524,"logsigma","True posterior"
-0.0828403186692709,0.110579729670758,"logsigma","True posterior"
-0.0817001189591479,0.121174932711321,"logsigma","True posterior"
